adressNr;street;postalCode;city;country;search;latitude;longitude;errors
77600;Industriestr. 38;44892;Bochum;Deutschland;Industriestr. 38, 44892 Bochum, Deutschland;51.47463;7.293679999999999;
77603;Breitwiesenstrasse 5-7;70565;Stuttgart;Deutschland;Breitwiesenstrasse 5-7, 70565 Stuttgart, Deutschland;48.72269;9.1238;
77609;Hauptstraße 5;59510;Lippetal-Lippborg;Deutschland;Hauptstraße 5, 59510 Lippetal-Lippborg, Deutschland;51.6654074;8.0367175;
77613;Sassendorfer Weg 10;59494;Soest;Deutschland;Sassendorfer Weg 10, 59494 Soest, Deutschland;51.5790308;8.1336883;
77618;Kossaer Str. 1;04356;Leipzig;Deutschland;Kossaer Str. 1, 04356 Leipzig, Deutschland;51.4101185;12.3930459;
77619;Babenhäuser Straße 50;63762;Großostheim;Deutschland;Babenhäuser Straße 50, 63762 Großostheim, Deutschland;49.9319607;9.0688005;
77633;Tecklenburger Weg 49;33428;Harsewinkel;Deutschland;Tecklenburger Weg 49, 33428 Harsewinkel, Deutschland;51.9667751;8.2132483;
77640;Hiltroper Str. 156;44807;Bochum;Deutschland;Hiltroper Str. 156, 44807 Bochum, Deutschland;51.50495;7.23134;
77642;Eigendorfer Str. 57;56410;Montabaur;Deutschland;Eigendorfer Str. 57, 56410 Montabaur, Deutschland;50.4355467;7.812451899999999;
77650;Gewerbering 1;49439;Steinfeld;Deutschland;Gewerbering 1, 49439 Steinfeld, Deutschland;52.5928524;8.2065945;
77651;Pferdemaate 3;48465;Schüttorf;Deutschland;Pferdemaate 3, 48465 Schüttorf, Deutschland;52.3222086;7.230720000000001;
77652;Am Fuchsbau 4;49401;Damme;Deutschland;Am Fuchsbau 4, 49401 Damme, Deutschland;52.5320288;8.1935141;
77712;Hallera 12;88-300;Mogilno;Polen;Hallera 12, 88-300 Mogilno, Polen;52.65918259999999;17.9539945;
77713;Am Hochgericht 22;79618;Rheinfelden-Herten;Deutschland;Am Hochgericht 22, 79618 Rheinfelden-Herten, Deutschland;47.5545296;7.777260099999999;
77741;Olmehof 20;6602;EZ Wijchen;Niederlande;Olmehof 20, 6602 EZ Wijchen, Niederlande;51.80591949999999;5.7366205;
77742;Thomas-Dachser-Straße 1-2;63526;Erlensee;Deutschland;Thomas-Dachser-Straße 1-2, 63526 Erlensee, Deutschland;50.17749910000001;9.0074955;
77748;Feldborn 8;55444;Waldlaubersheim;Deutschland;Feldborn 8, 55444 Waldlaubersheim, Deutschland;49.9287618;7.818117000000001;
77752;Wroclawska 18/1;65-427;ielona Góra;Polen;Wroclawska 18/1, 65-427 ielona Góra, Polen;51.9367542;15.5142677;
77771;PORTOWA 1;64-200;Wolszlyn;Polen;PORTOWA 1, 64-200 Wolszlyn, Polen;54.1802996;15.563583;
77776;Zum Riddebrocks Busch 33;48683;Ahaus;Deutschland;Zum Riddebrocks Busch 33, 48683 Ahaus, Deutschland;52.0903795;7.013854299999999;
77777;Hermesvej 18;6330;Padborg;Dänemark;Hermesvej 18, 6330 Padborg, Dänemark;54.8257535;9.3368439;
77779;Krtíšska 11/313;99122;Bušince;Slowakei;Krtíšska 11/313, 99122 Bušince, Slowakei;48.1735725;19.5000384;
77785;Stare Bielice 10;76-039;Biesiekierz;Polen;Stare Bielice 10, 76-039 Biesiekierz, Polen;54.17388889999999;16.1202974;
77789;Pavlovicka 19;10255;Gornji Stupnik;Kroatien;Pavlovicka 19, 10255 Gornji Stupnik, Kroatien;45.7510487;15.833283;
77852;Freier-Grund-Straße 118;57299;Burbach;Deutschland;Freier-Grund-Straße 118, 57299 Burbach, Deutschland;50.76280690000001;8.0540331;
77853;3, Place Nicolas Adames;9912;Troisvierges;Luxemburg;3, Place Nicolas Adames, 9912 Troisvierges, Luxemburg;49.6152854;6.1227927;
77963;Popówko 31/4;64-606;Popówko;Polen;Popówko 31/4, 64-606 Popówko, Polen;52.6312801;16.6721124;
77988;22 Decembrie Nr.182;720133;Suceava;Rumänien;22 Decembrie Nr.182, 720133 Suceava, Rumänien;47.6830256;26.2920801;
78031;Z.l. Scheleck 1;3225;Bettembourg;Luxemburg;Z.l. Scheleck 1, 3225 Bettembourg, Luxemburg;49.5017545;6.0918737;
78124;DRAGALINA;917080;COMUNA DRAGALINA, JUDETUL CALARASI;Rumänien;DRAGALINA, 917080 COMUNA DRAGALINA, JUDETUL CALARASI, Rumänien;44.431451;27.341304;
78412;Mickiewicza 36A;01-616;Warszawa;Polen;Mickiewicza 36A, 01-616 Warszawa, Polen;52.2722367;20.9840574;
78441;Dánosi düllo 3;2724;Újlengyel;Ungarn;Dánosi düllo 3, 2724 Újlengyel, Ungarn;47.2319361;19.464812;
78444;Ziegendorfer Chaussee 84;19370;Parchim;Deutschland;Ziegendorfer Chaussee 84, 19370 Parchim, Deutschland;53.4164222;11.8165057;
78451;Am Wäldchen 1;26871;Papenburg;Deutschland;Am Wäldchen 1, 26871 Papenburg, Deutschland;53.06021;7.40928;
78512;Siedlerweg 5;15562;Rüdersdorf;Deutschland;Siedlerweg 5, 15562 Rüdersdorf, Deutschland;52.48969109999999;13.8307796;
78521;universiteto 2-523;53343;Akademija mstl, Kauno r.;Litauen;universiteto 2-523, 53343 Akademija mstl, Kauno r., Litauen;54.8895532;23.8376967;
78523;Nijmeegseweg 38 A;5916;PH Venlo;Niederlande;Nijmeegseweg 38 A, 5916 PH Venlo, Niederlande;51.3888489;6.1760923;
78532;Milocice 12;32-090;Slomniki;Polen;Milocice 12, 32-090 Slomniki, Polen;50.240571;20.073458;
78541;CEGLARSKA 1/30;63-700;Krotoszyn;Polen;CEGLARSKA 1/30, 63-700 Krotoszyn, Polen;51.6924029;17.4490424;
78556;Jana Heweliusza 11, X pietro, lokal 9 i 9A;80-890;Gdansk;Polen;Jana Heweliusza 11, X pietro, lokal 9 i 9A, 80-890 Gdansk, Polen;54.3564161;18.6501469;
78561;Paszowice 23 A;59-411;Paszowice;Polen;Paszowice 23 A, 59-411 Paszowice, Polen;51.0262109;16.1845781;
78566;Zur Hubertushalle 4;59846;Sundern;Deutschland;Zur Hubertushalle 4, 59846 Sundern, Deutschland;51.3285;8.00935;
78589;Bismarckstraße 21B;59427;Unna;Deutschland;Bismarckstraße 21B, 59427 Unna, Deutschland;51.5407515;7.649557799999999;
78596;Europaallee 100;47229;Duisburg;Deutschland;Europaallee 100, 47229 Duisburg, Deutschland;51.3930038;6.7269964;
78654;Stawna 22;63700;Krotoszyn;Polen;Stawna 22, 63700 Krotoszyn, Polen;51.6969802;17.4505873;
78832;Ante Starcevica 2;30250;Metkovic;Kroatien;Ante Starcevica 2, 30250 Metkovic, Kroatien;43.0533775;17.6493152;
78852;Edisonstraße 9;41542;Dormagen;Deutschland;Edisonstraße 9, 41542 Dormagen, Deutschland;51.13311059999999;6.7958076;
78863;Kreuzbergstrasse 152;66740;Saarlouis;Deutschland;Kreuzbergstrasse 152, 66740 Saarlouis, Deutschland;49.3326859;6.7884886;
78882;Hangleite 6;97483;Eltmann;Deutschland;Hangleite 6, 97483 Eltmann, Deutschland;49.96714;10.6946436;
78883;Richard-Wolff-Strasse 10;37235;Hessisch Lichtenau;Deutschland;Richard-Wolff-Strasse 10, 37235 Hessisch Lichtenau, Deutschland;51.19838;9.731359999999999;
78885;Hauffstrasse 28/1;73614;Schorndorf;Deutschland;Hauffstrasse 28/1, 73614 Schorndorf, Deutschland;48.80848;9.52163;
78887;Benkhauser Straße 42;94437;Mamming;Deutschland;Benkhauser Straße 42, 94437 Mamming, Deutschland;48.65663;12.61687;
78954;Zlotoryjska 178;59-220;Legnica;Polen;Zlotoryjska 178, 59-220 Legnica, Polen;51.187681;16.1218772;
78955;Krokusweg 2B;83109;Großkarolinenfeld;Deutschland;Krokusweg 2B, 83109 Großkarolinenfeld, Deutschland;47.8943178;12.0877575;
78956;Pastor-Huthmacherstrasse 22;51147;Köln;Deutschland;Pastor-Huthmacherstrasse 22, 51147 Köln, Deutschland;50.8370009;7.069019699999999;
78960;Lichterfelder Weg 13;14167;Berlin-Steglitz;Deutschland;Lichterfelder Weg 13, 14167 Berlin-Steglitz, Deutschland;52.41814170000001;13.2915858;
78966;Dariaus ir Gireno g. 42A-506;02189;Vilniud;Litauen;Dariaus ir Gireno g. 42A-506, 02189 Vilniud, Litauen;54.6483566;25.273844;
78991;Mojergasse 4;85110;Kipfenberg;Deutschland;Mojergasse 4, 85110 Kipfenberg, Deutschland;48.9062608;11.3905493;
79000;Gerberstraße 21;72393;Burladingen-Hausen;Deutschland;Gerberstraße 21, 72393 Burladingen-Hausen, Deutschland;48.29761999999999;9.065809999999999;
79001;Gartenstraße 88 D;09474;Crottendorf;Deutschland;Gartenstraße 88 D, 09474 Crottendorf, Deutschland;50.51416;12.93782;
79002;Kamien 11;21-426;Wola Myslowska;Polen;Kamien 11, 21-426 Wola Myslowska, Polen;51.8401469;22.0208969;
79003;Carl-Sonnenschein Str. 90;47809;Krefeld;Deutschland;Carl-Sonnenschein Str. 90, 47809 Krefeld, Deutschland;51.3451906;6.6412904;
79004;Magdeburger Str. 58;01067;Dresden;Deutschland;Magdeburger Str. 58, 01067 Dresden, Deutschland;51.0636715;13.7075428;
79005;Lhota u Choryne 10;75701;Valasske Mezirici;Tschechische Republik;Lhota u Choryne 10, 75701 Valasske Mezirici, Tschechische Republik;49.481612;17.913545;
79006;Ustecka 437/54;40502;Decin;Tschechische Republik;Ustecka 437/54, 40502 Decin, Tschechische Republik;50.764483;14.2024894;
79007;Talsperrenstraße 18 - 22;59872;Meschede;Deutschland;Talsperrenstraße 18 - 22, 59872 Meschede, Deutschland;51.33688;8.27967;
79008;Industriestraße Möhnetal 15;59602;Rüthen;Deutschland;Industriestraße Möhnetal 15, 59602 Rüthen, Deutschland;51.4862017;8.4437173;
79009;Vosbergerweg 36;8181JJ;Heerde;Niederlande;Vosbergerweg 36, 8181JJ Heerde, Niederlande;52.39399909999999;6.0563248;
79010;Mittelstraße 15 A;70180;Stuttgart;Deutschland;Mittelstraße 15 A, 70180 Stuttgart, Deutschland;48.767319;9.1775211;
79011;Ottoplatz 1;50679;Köln;Deutschland;Ottoplatz 1, 50679 Köln, Deutschland;50.9402153;6.9721588;
79123;Mathildenstr. 6;66763;Dillingen;Deutschland;Mathildenstr. 6, 66763 Dillingen, Deutschland;49.34903140000001;6.709714099999999;
79218;Am Stock 2-8;61118;Bad Vilbel;Deutschland;Am Stock 2-8, 61118 Bad Vilbel, Deutschland;50.1908742;8.726899;
79220;Rintelner Strasse 18a;32423;Minden-Meißen;Deutschland;Rintelner Strasse 18a, 32423 Minden-Meißen, Deutschland;52.26859;8.972019999999999;
79223;Heinrich-Otto-Str. 6;73240;Wendlingen;Deutschland;Heinrich-Otto-Str. 6, 73240 Wendlingen, Deutschland;48.67308;9.37102;
79233;Steinkuhlerweg 8;59505;Bad Sassendorf;Deutschland;Steinkuhlerweg 8, 59505 Bad Sassendorf, Deutschland;51.57657;8.18442;
79235;Hoher Weg 1-3;59494;Soest;Deutschland;Hoher Weg 1-3, 59494 Soest, Deutschland;51.57233;8.11492;
79238;Gartenstr. 13;64839;Münster;Deutschland;Gartenstr. 13, 64839 Münster, Deutschland;49.91263;8.89271;
79244;Hammer Str. 86;59457;Werl;Deutschland;Hammer Str. 86, 59457 Werl, Deutschland;51.56218029999999;7.901770699999999;
79262;Gewerbegebiet 26;59510;Lippetal;Deutschland;Gewerbegebiet 26, 59510 Lippetal, Deutschland;51.6732089;8.149629299999999;
79273;Hohe Str. 80;44139;Dortmund;Deutschland;Hohe Str. 80, 44139 Dortmund, Deutschland;51.5028257;7.459206200000001;
79278;Kahrweg 7;59590;Geseke;Deutschland;Kahrweg 7, 59590 Geseke, Deutschland;51.63297559999999;8.5140981;
79292;Niederlassung Minden;26919;Brake;Deutschland;Niederlassung Minden, 26919 Brake, Deutschland;53.3184064;8.4522801;
79305;Carl-Benz-Str. 9;29614;Soltau;Deutschland;Carl-Benz-Str. 9, 29614 Soltau, Deutschland;52.9782;9.85437;
79309;Enkerbruch 13;59581;Warstein;Deutschland;Enkerbruch 13, 59581 Warstein, Deutschland;51.43252;8.37524;
79378;Lange Wende 14;59494;Soest;Deutschland;Lange Wende 14, 59494 Soest, Deutschland;51.5624292;8.1341311;
79382;Clevische Str. 8-10;59494;Soest;Deutschland;Clevische Str. 8-10, 59494 Soest, Deutschland;51.56301;8.09222;
79404;Schrotweg 13;59609;Anröchte;Deutschland;Schrotweg 13, 59609 Anröchte, Deutschland;51.5604306;8.2441368;
79407;Mittelstr. 52;45549;Sprockhövel;Deutschland;Mittelstr. 52, 45549 Sprockhövel, Deutschland;51.3324824;7.273542000000001;
79433;Am Lesumdeich 7;28719;Bremen;Deutschland;Am Lesumdeich 7, 28719 Bremen, Deutschland;53.1599103;8.7099206;
79442;Mainparkstrasse 2-4;63801;Kleinostheim;Deutschland;Mainparkstrasse 2-4, 63801 Kleinostheim, Deutschland;49.99462;9.0689;
79447;Hembecker Talstr. 39-43;58256;Ennepetal;Deutschland;Hembecker Talstr. 39-43, 58256 Ennepetal, Deutschland;51.30204;7.3278501;
79459;Bredenloh 1;59510;Lippetal-Herzfeld;Deutschland;Bredenloh 1, 59510 Lippetal-Herzfeld, Deutschland;51.6925975;8.151084599999999;
79479;ul.Marako´nska 4 s;03-977;Warschau;Polen;ul.Marako´nska 4 s, 03-977 Warschau, Polen;52.2233615;21.0775709;
79482;Lise-Meitner-Str. 1;33803;Steinhagen;Deutschland;Lise-Meitner-Str. 1, 33803 Steinhagen, Deutschland;52.0090452;8.4370737;
79485;Gutenbergweg 39;59519;Möhnesee;Deutschland;Gutenbergweg 39, 59519 Möhnesee, Deutschland;51.5033389;8.153729799999999;
79486;Valdorfer Str. 32;32545;Bad Oeynhausen;Deutschland;Valdorfer Str. 32, 32545 Bad Oeynhausen, Deutschland;52.17655;8.8093;
79493;ul. Ponurego Piwnika 29;25-666;Kielce;Polen;ul. Ponurego Piwnika 29, 25-666 Kielce, Polen;50.89333389999999;20.6122269;
79507;Lerchenweg 3 a;59494;Soest-Hattrop;Deutschland;Lerchenweg 3 a, 59494 Soest-Hattrop, Deutschland;51.5864611;8.0587962;
79512;Strasse am See 17a;16775;Löwenberger Land;Deutschland;Strasse am See 17a, 16775 Löwenberger Land, Deutschland;52.8580522;13.1789238;
79524;Rofuhr 10;59581;Warstein-Sichtigvor;Deutschland;Rofuhr 10, 59581 Warstein-Sichtigvor, Deutschland;51.4902765;8.2699032;
79530;Blumenstr. 10;59494;Soest;Deutschland;Blumenstr. 10, 59494 Soest, Deutschland;51.559919;8.1216095;
79531;Rue Plaetis 5;2338;Les Emibois;Luxemburg;Rue Plaetis 5, 2338 Les Emibois, Luxemburg;49.6089936;6.1350127;
79551;ul. Orbitalna 29/19;67-200;Glogow;Polen;ul. Orbitalna 29/19, 67-200 Glogow, Polen;51.64904689999999;16.078672;
79553;Robert-Bosch-Str. 1-3;63225;Langen;Deutschland;Robert-Bosch-Str. 1-3, 63225 Langen, Deutschland;49.9998494;8.6502945;
79556;Im Rot 1;77880;Sasbach;Deutschland;Im Rot 1, 77880 Sasbach, Deutschland;48.64962;8.080829999999999;
79575;Domring 2;59581;Warstein;Deutschland;Domring 2, 59581 Warstein, Deutschland;51.4415019;8.3527157;
79593;UL . Gen. Andersa  6 A;48-340;Glucholazy;Polen;UL . Gen. Andersa  6 A, 48-340 Glucholazy, Polen;50.3159403;17.3788945;
79596;Schloitweg 5;59494;Soest;Deutschland;Schloitweg 5, 59494 Soest, Deutschland;51.55650929999999;8.0838288;
79615;T, Vansovej 6;94001;Nove Zamky;Slowakei;T, Vansovej 6, 94001 Nove Zamky, Slowakei;47.9819952;18.1599725;
79621;Anrather Str. 21;47877;Willich;Deutschland;Anrather Str. 21, 47877 Willich, Deutschland;51.268369;6.5325921;
79623;Angerstraße 4;04827;Gerichshain;Deutschland;Angerstraße 4, 04827 Gerichshain, Deutschland;51.353724;12.572782;
79624;Seestr. 13;13353;Berlin;Deutschland;Seestr. 13, 13353 Berlin, Deutschland;52.5444684;13.3424207;
79630;Manderscheidtstr. 87;45141;Essen;Deutschland;Manderscheidtstr. 87, 45141 Essen, Deutschland;51.47349;7.051629999999999;
79635;Römerstrasse 17;66679;Losheim am See;Deutschland;Römerstrasse 17, 66679 Losheim am See, Deutschland;49.4876759;6.7865687;
79640;Dradenauer Hauptdeich 7;21229;Hamburg;Deutschland;Dradenauer Hauptdeich 7, 21229 Hamburg, Deutschland;53.5175207;9.8835683;
79645;Mannheimer Str. 4;68505;Viernheim;Deutschland;Mannheimer Str. 4, 68505 Viernheim, Deutschland;49.5338244;8.579264;
79652;Ostenalle 80;59071;Hamm;Deutschland;Ostenalle 80, 59071 Hamm, Deutschland;51.6886492;7.842832400000001;
79653;Kleinbahnhof 1;58456;Witten;Deutschland;Kleinbahnhof 1, 58456 Witten, Deutschland;51.40399;7.25429;
79654;Zur Hainbuche 2;35096;Weimar- Wenkbach;Deutschland;Zur Hainbuche 2, 35096 Weimar- Wenkbach, Deutschland;50.8028885;8.6410995;
79658;Heinrich Goebelstr.32;41515;Grevenbroich;Deutschland;Heinrich Goebelstr.32, 41515 Grevenbroich, Deutschland;51.08734;6.621362599999999;
79672;Ophoven 16;6088AC;Roggel;Niederlande;Ophoven 16, 6088AC Roggel, Niederlande;51.2677326;5.938914;
79673;Heiligenbergerstr. 40;88356;Ostrach;Deutschland;Heiligenbergerstr. 40, 88356 Ostrach, Deutschland;47.9444724;9.3737537;
79674;Seelingstädter Str. 23;04687;Trebsen;Deutschland;Seelingstädter Str. 23, 04687 Trebsen, Deutschland;51.2851694;12.738188;
79675;Konrad-Doppelmayr-Str. 17;6960;Wolfurt;Österreich;Konrad-Doppelmayr-Str. 17, 6960 Wolfurt, Österreich;47.4551319;9.7328593;
79676;Friedrich-Ebert-Str. 112a;58454;Witten;Deutschland;Friedrich-Ebert-Str. 112a, 58454 Witten, Deutschland;51.4523024;7.4012567;
79677;Grüner Bogen 69;44359;Dortmund;Deutschland;Grüner Bogen 69, 44359 Dortmund, Deutschland;51.5661072;7.3943844;
79678;Jiraskova 413;43601;Litvinov;Tschechische Republik;Jiraskova 413, 43601 Litvinov, Tschechische Republik;50.5992936;13.6189117;
79679;St.- Jobser-Str.51;52146;Würselen;Deutschland;St.- Jobser-Str.51, 52146 Würselen, Deutschland;50.80857;6.1578;
79680;Marker Allee 90;59071;Hamm;Deutschland;Marker Allee 90, 59071 Hamm, Deutschland;51.68442;7.84567;
79681;Möhnestr. 86a;59755;Arnsberg;Deutschland;Möhnestr. 86a, 59755 Arnsberg, Deutschland;51.4552998;7.97207;
79682;Meseberger Str. 9 E;39326;Groß Ammensleben;Deutschland;Meseberger Str. 9 E, 39326 Groß Ammensleben, Deutschland;52.2380515;11.5256538;
79683;Leuschnerstr. 7;70174;Stuttgart;Deutschland;Leuschnerstr. 7, 70174 Stuttgart, Deutschland;48.77811939999999;9.1701544;
79684;Doubravice 106;53352;Pardubice;Tschechische Republik;Doubravice 106, 53352 Pardubice, Tschechische Republik;50.0625484;15.7386261;
79685;Hechtenkaute 13;55257;Budenheim;Deutschland;Hechtenkaute 13, 55257 Budenheim, Deutschland;50.0257547;8.1960565;
79686;Thomas-Müntzer-Str. 28;99974;Mühlhausen;Deutschland;Thomas-Müntzer-Str. 28, 99974 Mühlhausen, Deutschland;51.2052747;10.4783133;
79687;Wilsberger Str. 11;53567;Asbach;Deutschland;Wilsberger Str. 11, 53567 Asbach, Deutschland;50.6538957;7.4217065;
79688;Wittekindstr. 32;44139;Dortmund;Deutschland;Wittekindstr. 32, 44139 Dortmund, Deutschland;51.4995061;7.451038599999999;
79689;Heufkensveldweg 1;6333ES;Schimmert;Niederlande;Heufkensveldweg 1, 6333ES Schimmert, Niederlande;50.9095573;5.8057482;
79690;Friedrich von  Walchen Str. 37;5020;Salzburg;Österreich;Friedrich von  Walchen Str. 37, 5020 Salzburg, Österreich;47.83233509999999;12.9978933;
79691;Schleif 1;77855;Achem;Deutschland;Schleif 1, 77855 Achem, Deutschland;48.6354;8.06502;
79692;Golina Wielka 45;63-940;Bojanowo;Polen;Golina Wielka 45, 63-940 Bojanowo, Polen;51.693024;16.801035;
79693;Armii Krajowej 16;57-400;Nowa Ruda;Polen;Armii Krajowej 16, 57-400 Nowa Ruda, Polen;50.5774543;16.5027355;
79694;Friedrichstr. 34;40217;Düsseldorf;Deutschland;Friedrichstr. 34, 40217 Düsseldorf, Deutschland;51.2157987;6.7770248;
79695;Aachener Str. 1005;50858;Köln;Deutschland;Aachener Str. 1005, 50858 Köln, Deutschland;50.9376393;6.8651541;
79696;Gustav-Heinemann-Str. 8;49429;Visbeck;Deutschland;Gustav-Heinemann-Str. 8, 49429 Visbeck, Deutschland;52.83147;8.30547;
79697;Bessingerstr. 40;35447;Reiskirchen;Deutschland;Bessingerstr. 40, 35447 Reiskirchen, Deutschland;50.55637;8.90644;
79698;Donaustr. 22;90451;Nürnberg;Deutschland;Donaustr. 22, 90451 Nürnberg, Deutschland;49.40937;11.06581;
79699;Slavonov 106;54901;Novè Mesto nad Metujl;Tschechische Republik;Slavonov 106, 54901 Novè Mesto nad Metujl, Tschechische Republik;50.3453141;16.2080726;
79700;Haitzinger Str. 52;94036;Passau;Deutschland;Haitzinger Str. 52, 94036 Passau, Deutschland;48.57184789999999;13.4206124;
79701;Duisburger Str. 9;90451;Nürnberg;Deutschland;Duisburger Str. 9, 90451 Nürnberg, Deutschland;49.40332919999999;11.0503729;
79702;Buchenweg 8;88471;Laupheim;Deutschland;Buchenweg 8, 88471 Laupheim, Deutschland;48.2267172;9.8928431;
79703;Nowy Belecin 24;64-120;Krzemieniewo;Polen;Nowy Belecin 24, 64-120 Krzemieniewo, Polen;51.896521;16.842935;
79704;Dörntener Str. 19;38644;Goslar;Deutschland;Dörntener Str. 19, 38644 Goslar, Deutschland;51.92982;10.4146;
79705;Gutenbergstr. 11;76437;Rastatt;Deutschland;Gutenbergstr. 11, 76437 Rastatt, Deutschland;48.8679478;8.1880477;
79706;Traunuferstr. 113;4052;Ansfelden;Österreich;Traunuferstr. 113, 4052 Ansfelden, Österreich;48.2146039;14.2782698;
79707;Zielonogorska 138;67-100;Nowa Sol;Polen;Zielonogorska 138, 67-100 Nowa Sol, Polen;51.83202679999999;15.7101877;
79708;Dorfstr. 100a;04626;Thonhausen;Deutschland;Dorfstr. 100a, 04626 Thonhausen, Deutschland;50.82768249999999;12.3221549;
79709;Gorzowska 2;66-435;Krzeszyce;Polen;Gorzowska 2, 66-435 Krzeszyce, Polen;52.58352;15.007439;
79710;Sprzetowa 3/26;10-467;Olsztyn;Polen;Sprzetowa 3/26, 10-467 Olsztyn, Polen;53.7787707;20.5272897;
79711;Sataeremosen 59;3250;Gilleleje;Dänemark;Sataeremosen 59, 3250 Gilleleje, Dänemark;56.1112672;12.3242205;
79712;Darzu 7-2;5202;Jekabpils;Lettland;Darzu 7-2, 5202 Jekabpils, Lettland;56.5047265;25.8698314;
79713;Sylbeckestr. 20;32756;Detmold;Deutschland;Sylbeckestr. 20, 32756 Detmold, Deutschland;51.9479453;8.8871156;
79714;Eichfeld 3;33154;Salzkotten;Deutschland;Eichfeld 3, 33154 Salzkotten, Deutschland;51.6636202;8.5887954;
79715;Chojnicka 19;89-430;Kamien Krajenski;Polen;Chojnicka 19, 89-430 Kamien Krajenski, Polen;53.539956;17.5185918;
79716;Kostomlatska 115;41763;Zalany;Tschechische Republik;Kostomlatska 115, 41763 Zalany, Tschechische Republik;50.58899299999999;13.8989983;
79717;ul. Kamieniarska 40;30-364;Krakow;Polen;ul. Kamieniarska 40, 30-364 Krakow, Polen;50.0305916;19.9133684;
79718;Fugleasen 5;1405;Langhus;Norwegen;Fugleasen 5, 1405 Langhus, Norwegen;59.770516;10.8537448;
79719;Lupinenweg 25;33334;Gütersloh;Deutschland;Lupinenweg 25, 33334 Gütersloh, Deutschland;51.88025;8.44614;
79720;Luftfrachtzentrum 610/2;70629;Stuttgart-Flughafenlughafen;Deutschland;Luftfrachtzentrum 610/2, 70629 Stuttgart-Flughafenlughafen, Deutschland;48.6828753;9.207749999999999;
79721;Großendorf 92;4551;Ried im Taunuskreis;Österreich;Großendorf 92, 4551 Ried im Taunuskreis, Österreich;48.0540873;14.0572124;
79722;Dieselstr. 8;48361;Beelen;Deutschland;Dieselstr. 8, 48361 Beelen, Deutschland;51.92997;8.09489;
79723;Szczawnicka 1;60-471;Poznan;Polen;Szczawnicka 1, 60-471 Poznan, Polen;52.4392207;16.8886625;
79724;J. Basanaviciaus g 67B;36204;Panevezys;Litauen;J. Basanaviciaus g 67B, 36204 Panevezys, Litauen;55.7172971;24.3729628;
79725;Roßdörfer Str. 48;64409;Messel;Deutschland;Roßdörfer Str. 48, 64409 Messel, Deutschland;49.92222;8.74509;
79726;Vygenstr. 6;47053;Duisburg;Deutschland;Vygenstr. 6, 47053 Duisburg, Deutschland;51.42375329999999;6.7465382;
79727;Narutowicza 21;62-060;Steszew;Polen;Narutowicza 21, 62-060 Steszew, Polen;52.2878926;16.7040414;
79728;Carl-Benz-Str. 25-35;48268;Greven;Deutschland;Carl-Benz-Str. 25-35, 48268 Greven, Deutschland;52.14919;7.5577;
79729;Industriestr. 3;76473;Iffezheim;Deutschland;Industriestr. 3, 76473 Iffezheim, Deutschland;48.8179564;8.1601686;
79730;Aachener Str. 1042;50858;Köln;Deutschland;Aachener Str. 1042, 50858 Köln, Deutschland;50.93969999999999;6.85514;
79731;L. Svobody 26;69301;Hustopece;Tschechische Republik;L. Svobody 26, 69301 Hustopece, Tschechische Republik;48.9433003;16.725933;
79732;Stopce 26;3231;Grobelno;Slowenien;Stopce 26, 3231 Grobelno, Slowenien;46.2187012;15.426719;
79733;Schulstr. 134;45770;Marl;Deutschland;Schulstr. 134, 45770 Marl, Deutschland;51.66679999999999;7.19485;
79734;Industrieweg 43;48155;Münster;Deutschland;Industrieweg 43, 48155 Münster, Deutschland;51.9455105;7.6343503;
79735;Dolni 120;67911;Doubravice nad Svitavou;Tschechische Republik;Dolni 120, 67911 Doubravice nad Svitavou, Tschechische Republik;49.43819260000001;16.6270804;
79736;Zimmerstr. 16;32257;Bünde;Deutschland;Zimmerstr. 16, 32257 Bünde, Deutschland;52.20639;8.59166;
79737;Lauraustr. 29;36269;Philippsthal;Deutschland;Lauraustr. 29, 36269 Philippsthal, Deutschland;50.8417458;10.0002167;
79738;Naberezhnaya 7/A, of. 203;07300;Vyshgorod, Kievskaya obl;Ukraine;Naberezhnaya 7/A, of. 203, 07300 Vyshgorod, Kievskaya obl, Ukraine;50.5831258;30.4856785;
79739;Gruuss Strooss 38;9991;Weiswampach;Luxemburg;Gruuss Strooss 38, 9991 Weiswampach, Luxemburg;50.1411569;6.0784309;
79740;Geisbergstraße 10;56651;Niederzissen;Deutschland;Geisbergstraße 10, 56651 Niederzissen, Deutschland;50.461929;7.2238034;
79741;Stary Widzim 253;64-200;Wolszlyn;Polen;Stary Widzim 253, 64-200 Wolszlyn, Polen;52.0862574;16.1207226;
79742;Mainstr. 4;24539;Neumünster;Deutschland;Mainstr. 4, 24539 Neumünster, Deutschland;54.04631999999999;9.99135;
79743;Pólnocna 6a;83-240;Lubichowo;Polen;Pólnocna 6a, 83-240 Lubichowo, Polen;53.861765;18.4165059;
79744;Maria Gabrovska 4g-14;5000;Veliko Tarnovo;Bulgarien;Maria Gabrovska 4g-14, 5000 Veliko Tarnovo, Bulgarien;43.0756739;25.6171514;
79745;Brocker Str. 1;33442;Herzebrock-Clarholz;Deutschland;Brocker Str. 1, 33442 Herzebrock-Clarholz, Deutschland;51.8776315;8.2417476;
