AdressNr;Strasse;PLZ;Ort;Land;latitude;longitude;Kontoname
74430;Philipp-Reis-Straße 8a;24941;Flensburg;Deutschland;54,76187;9,4153901;m.o.s. Logistik & Dienstleistung GmbH
74431;Alsojankahegyi ut 41;8900;Zalaegerszeg;Ungarn;46,8281738;16,8423835;BOY-WEST KFT
74432;Gustav-Streseman-Strasse 2;89340;Leipheim;Deutschland;48,441907;10,235274;Greiwing logistics for you GmbH
74433;Lise-Meitner-Str 20;63457;Hanau;Deutschland;50,1114574;8,9334353;ASS Kuriere GmbH
74434;Pomorska 53;70-812;Szczecin;Polen;53,386308;14,6775471;Gravis Transport
74435;Verslo g. 6;54311;Kumpiai;Litauen;54,9604465;23,8652048;Baltic Tansline UAB
74437;Kastanienallee 31;06648;Marienthal;Deutschland;51,13859;11,5319199;Keller & Keller OHG
74438;Poznanska 200;63-800;Gostyn;Polen;51,8850449;17,0121686;Danema TSL Daniel Jankowiak
74439;Firma Welp Bilk 57;48493;Wettringen;Deutschland;52,2396742;7,3087784;WTW Transport GmbH
74440;Magyarveg u. 12.;4551;Nyiregyhaza-Oros;Ungarn;47,9669517;21,7984878;Torda-Trans Kft.
74441;Harta 131;36-067;Harta;Polen;49,8586453;22,2044839;Hart-Bruk, Stanislaw Skaluba
74442;Endach 34;6330;Kufstein;Österreich;47,5656908;12,1501851;ERC-LOGISTIK GmbH
74443;Hristo Belchev Str. 19;1000;Sofia;Bulgarien;42,6929322;23,3214485;ACCOUNTANT - GALINA LILOVA ET
74444;Fedor-Schnorr-Straße 13;08527;Plauen;Deutschland;50,50119;12,09858;Elias Transporte und Baustoffhandel GmbH
74445;Vagesweg 15-19;31628;Landesbergen;Deutschland;52,5563;9,1324001;Heinrich Henking
74446;Nordring 3;59320;Ennigerloh;Deutschland;51,85312;8,03552;DS Münsterland
74447;Hauptstrasse 41;86483;Balzhausen;Deutschland;48,2464563;10,4943233;Alois Gassner GmbH & Co. KG
74448;Industriestrasse 80;42327;Wuppertal;Deutschland;51,24388;7,08291;GEFCO Deutschland GmbH
74449;Steinbruch 2;63755;Alzenau;Deutschland;50,0848729;9,0319039;Torsten Schönwiese Transportlogistik
74450;Industriestraße 4;88605;Meßkirch;Deutschland;47,99867;9,12373;Spedition Fecht Gmbh
74451;Krakowska 47;50-444;Wroclaw;Polen;50,0646501;19,9449799;Grzesiak i Grzesiak SC
74452;In der Mohle 6;50389;Wesseling;Deutschland;50,80523;7,01005;Eillttrans ina. Klein Anatol
74453;Gewerbeparkstr. 1;8143;Dobl;Österreich;46,9542561;15,3630689;cargoexpress gmbh
74454;Strasse der Jugend 58;14974;Ludwigsfelde;Deutschland;52,3134746;13,2652087;Ludwigsfelder Logistik GmbH
74455;Rosenheimer Str. 10;28218;Bremen;Deutschland;48,1314536;11,5891062;Windels Spedition GmbH
74456;Dammstrasse 8;84109;Wörth an der Isar;Deutschland;48,62701;12,34238;Anton Huber Holztransporte
74457;Spoorstraat 44-52 K 113;5911KJ;Venlo;Niederlande;51,3668728;6,1698317;Load4U  B.V. Expeditie & Logistiek
74458;Sandheider Str. 23;40699;Erkrath;Deutschland;51,2023171;6,9542911;Napoka Logistik e.K.
74459;Am Langwiesfeld 22;93083;Obertraubling;Deutschland;48,9721587;12,1667061;Streit + Co Internationale Spedition
74460;Nowiny Wielkie, ul. Kolejowa 24;66-460;Witnica;Polen;52,6705607;15,0066225;Drozda Transport SP. Z.O.O.SP.K
74461;Freudenauer Hafenstrasse 18;1020;Wien;Österreich;48,1787492;16,4717469;Express-Interfracht
74462;Sportplatzweg 1;6336;Langkampfen;Österreich;47,5522353;12,1108097;Transalpina Internationaler Frachtverkehr GmbH
74463;Stockach 20;6306;Söll;Österreich;47,5135105;12,2089169;W. Weiss Transport GesmbH.
74464;Berliner Straße 8;16727;Velten;Deutschland;52,6747272;13,1925068;Rhenus AG & Co. KG
74465;Bazaltowa 4;58-150;Strzegom;Polen;50,971979;16,345032;Krosta Lucjan Uslugi Transportowe
74466;Johannesfeldstraße 15;6111;Volders;Österreich;47,2911051;11,5742522;Fluckinger Transport Ges.m.b.H
74467;Zone d’Activité Am Bann;3372;Leudelange;Luxemburg;49,5672774;6,0814203;Arthur Welter SARL
74468;Strojnicka 5;08001;Presov;Slowakei;49,0185633;21,2657271;Miroslav Talarovic - OLETAL
74470;Steglitzer Strasse 1;39126;Magdeburg;Deutschland;52,45159;13,33566;Kraftverkehr Nagel GmbH & Co. KG
74471;16A, route de L'Europe;5531;Remich;Luxemburg;49,5476393;6,3631528;Rudolph Cargo s.a.r.l.
74472;Buchsweilerstr. 89;66953;Pirmasens;Deutschland;49,19495;7,62139;SWB Internationale Transporte
74473;ul. Sulechowska 37;65-022;Zielona Gora;Polen;51,9538366;15,523085;Impeks Marek Jablonski Sp. J.
74474;Am Schwarzen Graben134;04862;Mockrehna;Deutschland;51,5042259;12,8604235;Wilfried Drubig
74475;21, rue de Cherbourg;67000;Strasbourg;Frankreich;48,536212;7,7829235;Geodis BM Alsace SAS
74476;Friedrichstr. 42;68809;Neulußheim;Deutschland;49,2949531;8,5273244;Jürgen Kalinke Transporte
74477;Grotrian-Steinweg-Str. 9;38112;Braunschweig;Deutschland;52,317993;10,4917162;Waldhelm Transport und Logistik GmbH
74478;Sauerfeldstr. 4;47495;Rheinberg;Deutschland;51,53785;6,61012;K - Rent GmbH
74479;Narutowicza 50;82300;Elblag;Polen;54,1769633;19,4303766;PMTDiS K.S. Wloch sp.j.
74480;Mainburgerstr. 43;84072;Au-Hallertau;Deutschland;48,5638;11,73858;Spornraft Spedition GmbH
74481;Wehringhauser Str. 117;58089;Hagen;Deutschland;51,35293;7,44607;Westfalenlogistik GmbH
74482;Sloneczna 27;84-218;Leczyce;Polen;54,584063;17,858984;Uslugi Transportowe MKS
74483;Blockener Str. 41;28816;Stuhr;Deutschland;53,02533;8,74491;STUHRSPED Logistik und Speditions GmbH
74485;20 rue Ettore Bugatti;67500;Haguenau;Frankreich;48,7984637;7,8002649;Huber Transports Sarl
74486;Langebergstraße 7d;98708;Gehren;Deutschland;50,64904;11,0108699;J.Oberender
74487;Schützen Str. 5a;59872;Meschede;Deutschland;51,34637;8,28703;Ernst Kotthoff
74488;Im Taubengrund 13;64451;Kelsterbachtal;Deutschland;50,0488634;8,5450746;FKM Transport & Logistik GmbH
74489;Franklinow 29A;63-400;Ostrow Wlkp.;Polen;51,6912612;17,8110749;EUROMA S.C. Maciej Dzialoszynski
74490;Sokolovska 2185;34701;Tachov;Tschechische Republik;49,8034367;12,6392649;LUKAS TRANSPORT s.r.o.
74491;Wittenberger Weg 30;24941;Flensburg;Deutschland;54,7777134;9,3914519;Nielsen & Sorensen - Frode Laursen
74492;Keula Nr. 52;02997;Wittichau;Deutschland;51,39309;14,24369;Fuhrbetrieb Karl-Heinz Müller
74494;Justus-von-Liebig Str. 2;85435;Erding;Deutschland;48,28041;11,9001;ID.SYS GmbH
74495;Fritz-Reuter--Strasse 9;16928;Pritzwald;Deutschland;53,1348348;12,1749308;ICB Logistics GmbH
74496;str. Breslelor nr. 5, jud. Harghita;565600;Odorheiu Secuiesc;Rumänien;46,3131965;25,3079422;S.C. Car Center S.R.L.
74497;Münchener Str. 3;83539;Forsting;Deutschland;48,0807461;12,0917214;Wagenstetter Transport GmbH
74498;Hüttenstr. 130 - 138;50170;Kerpen;Deutschland;50,89502;6,65284;GKK-Logistik GmbH
74499;Ursulahof 7;52511;Geilenkirchen;Deutschland;50,997773;6,2122813;Rick Transportlogistik GmbH & Co. KG
74500;Hustadtring 99;44801;Bochum;Deutschland;51,4522184;7,2631647;Klossak Spedition GmbH
74501;Am Kellerholz 8;17166;Teterow;Deutschland;53,79237;12,56819;Spedition Schroeder
74502;Principala 173/A;547525;Sincraiu de Mures;Rumänien;46,5474607;24,5196247;Transtisa Topo SRL
74503;Schleidener Straße 32;53919;Wailerswist;Deutschland;50,706698;6,8195196;Hubert Brock GmbH & Co. KG
74504;Hauptstrasse 219;77736;Zell am Harmersbach;Deutschland;48,3566472;8,0934511;Josef Lehmann
74505;Hetticher Masch 15/17;49084;Osnabrück;Deutschland;52,26071;8,09348;Friedrich Koch Transportgesellschaft mbH
74506;Industriestrasse 15-17;75438;Knittlingen;Deutschland;52,1041503;8,1979759;Velog GmbH & Co. KG
74507;Baltycka 33A;61-017;Poznan;Polen;52,4269089;16,975448;Logwin Solutions Poland Sp.z.o.o.
74508;Werftstrasse 218;24143;Kiel;Deutschland;54,3103474;10,1365281;HaGe Logistik GmbH
74509;Os. Sikorskiego   10/6;83-250;Skarszewy;Polen;54,0766181;18,447073;VERTOM
74510;ul. Krakusa 24;65094;Zielona Gora;Polen;51,9419409;15,49658;BENIX-Benedykt Surminski
74511;Alte Bottroper Str. 88;45356;Essen;Deutschland;51,489829;6,958604;Essener Paletten Logistik
74512;Glowna 56, Zodyn;64-212;Siedlec;Polen;52,114109;15,983068;P.W. Romix Sp. Z o. o.
74513;Am Gläschen 1;04420;Markranstädt;Deutschland;51,3068213;12,187604;Kühne + Nagel /AG & Co.) KG
74514;Amazonstraße 13;86836;Graben;Deutschland;48,2014954;10,8495525;Girr Logistik GmbH
74515;Osiedlowa 17;64-300;Nowy Tomysl;Polen;52,316826;16,145658;Transport Ciezarowy Ryszard Raczkowiak
74516;Ohrdrufer Straße;99867;Gotha;Deutschland;50,9289303;10,7171377;GOTRANS GmbH
74517;Kaltenbacherstrasse 40;8260;Stein am Rhein;Schweiz;47,6525526;8,8523687;TIT Imhof AG
74518;Kreitlapperei 1;26506;Norden;Deutschland;53,5260126;7,1942477;Heinz Konken GmbH
74519;Pod grascino 2;2380;Slovenj Gradec;Slowenien;46,4947266;15,0732901;Regina d.o.o.
74520;Armii Krajowej 15;57-400;Nowa Ruda;Polen;50,577608;16,50232;MK Transport Logistyka Spedycja Maldorzata kulpa
74521;Hinter dem Turme 3-5;38114;Braunschweig;Deutschland;52,2843924;10,4936351;SK Fashion Logistik GmbH
74522;Ziegelofenweg 48;67346;Speyer;Deutschland;49,3254382;8,4451224;Stefan Korte Professionelle Logistik
74523;Berliner Chausse 23 A;15749;Mittenwalde, Mark;Deutschland;52,27042;13,5379643;GAAC Commerz GmbH
74524;ul.Papieza Jana Pwla II nr. 4;59-800;Luban;Polen;51,1286646;15,2848658;Przedsiebiorstwo Handlowo Produkcyjne
74525;Bahnhofstr. 10;96465;Neustadt;Deutschland;50,3307738;11,1248293;Spediiton Karl Rebhan e.Kfm.
74526;Altdorfer Weg 1;14823;Niemegk;Deutschland;52,08528;12,70568;Günter Papenburg AG
74527;Biberacher  Str. 37;88416;88416 Ochsenhausen;Deutschland;48,071471;9,9439687;Schmidberger Transporte
74528;Im Höfchen 8;35685;Dillenburg;Deutschland;50,76215;8,27508;MTG Mineralöltransportgesellschaft mbh
74529;Wellerswader Weg 19;04758;Oschatz;Deutschland;51,32017;13,09593;GP Günter Papenburg AG
74530;Stadionstrasse 25;76437;Rastatt;Deutschland;48,8391064;8,1977094;Klaus Jannaschk Spedition
74531;Wiatraczna 2 j;76-200;Slupsk;Polen;54,476756;17,0053309;MK-TRANS
74532;Alfred-Peter-Platz 1;93437;Furth im Wald;Deutschland;49,3049849;12,8421937;Medium System Geissdorf - Mackova GbR
74533;Pinkertweg 47;22113;Hamburg;Deutschland;53,5240954;10,1019487;C.ourier-T.ransport-S.ervice GmbH
74534;Baross ter 8/a.;9092;Tarjanpuszta;Ungarn;47,500024;19,0810641;SCS Sped. Kft.
74535;Thedinghauser Straße 1;06888;Lutherstadt Wittenberg;Deutschland;51,837155;12,6329674;Frigosped GmbH
74536;Radinger Strasse 16;5020;Salzburg;Österreich;47,8042182;13,0068958;Timesped Austria Spedition GmbH
74537;Schilfbruchstr. 5B;31311;Uetze;Deutschland;52,46509;10,13168;Christof Wegner
74538;Hauptstrasse 4;91481;Altershausen;Deutschland;49,6737824;10,5976024;Dieter Ring Transportunternehmen
74539;Tullastrasse 11a;77955;Ettenheim;Deutschland;48,26288;7,80738;Rudolf Grefenstein Transporte
74540;Kokmose 2-6;6000;Kolding;Dänemark;55,5347503;9,4773508;NTG Continent  A/S
74541;Rittwiese 18;74842;Billigheim;Deutschland;49,35259;9,24494;ECHT GmbH
74543;Daimler Str. 25;76185;Karlsruhe;Deutschland;49,0290682;8,356945;Alexander Urich Transporte Karlsruhe
74544;Klosterseelter Str. 13;27243;Dünsen;Deutschland;52,92365;8,6463;Günter Coors Transporte + Diestleistungen
74545;In der Emsmarsch 17-19;26871;Aschendorf;Deutschland;53,0479548;7,3199126;B. Abeln & Sohn GmbH
74546;Schweriner Strasse 12 d;45147;Essen;Deutschland;51,44099;6,9619901;Transporte Hilmar Cohen
74547;Am Kornspeicher 1;31020;Salzhemmendorf;Deutschland;52,0976289;9,6362212;Ulrich Wagner e.K.
74548;Tannenstrasse 2;96332;Pressig;Deutschland;50,3547757;11,3069934;Intex-Cool-Trans e. Kfm.
74549;ul. Sloneczna 3 Slawoszowice;56-300;Milicz;Polen;51,531031;17,29466;Transport Ciezarowy Imilowski
74550;Birkwitzer Strasse 63;01796;Pirna;Deutschland;50,9748656;13,9218961;XLOG Speditions OHG
74551;Kozlów 53 b;39-200;Debica;Polen;50,4816919;20,029338;Bama Logistics Sp. z o. o.
74552;Neudörpener Strasse 57;26892;Dörpen;Deutschland;52,9626648;7,344078;Wildermann-Transporte
74553;Prestavlky 27;33401;Prestice;Tschechische Republik;49,6003072;13,2455472;Dasba spol. s r.o.
74554;Rotterdamer Strasse 7;90451;Nürnberg;Deutschland;49,4036349;11,067588;Fracht FWO AG
74555;Limanowskiego 134;26600;Radom;Polen;51,3837956;21,1211835;PARTNER Mariusz Brzyski
74556;Brambachstrasse 35;77723;Gengenbach;Deutschland;48,3953358;8,0274873;Kuderer Transporte
74557;Moos 27;9971;Matrei in Osttirol;Österreich;46,94725;12,56503;Dolomiten Cargo GmbH
74558;Von-Aychsteter-Strasse 10;82051;Sauerlach;Deutschland;47,9742357;11,6511197;Heinz Neuberger Fuhrunternehmen
74559;An der Lände 4;91154;Roth;Deutschland;49,24119;11,14202;doppelt: 74329 Heinloth Trans East GmbH
74560;Droga Lesna 23/7;64-600;Oborniki;Polen;52,650077;16,797387;Sabtrans Uslugi Transportowe
74561;Oberes Feld 13;33106;Paderborn;Deutschland;51,7025394;8,7147117;Oskar Vogel GmbH
74562;Gewerbepark Niedermatten;79238;Ehrenkirchen;Deutschland;47,921294;7,725469;Fachspedition Karl Dischinger GmbH
74563;Totev ipartelep 30;7100;Szekszárd;Ungarn;46,3455187;18,7235307;Industria Kft.
74564;Velkoulanska 1340;92521;Sladkovicovo;Slowakei;48,1942222;17,6229122;AWR spol. s r. o.
74565;Ankerkade 150;6222NM;Maastricht;Niederlande;50,8775941;5,7037479;Steel-Solutions B.V.
74566;Marco Poloweg 26-28;5928LE;Venlo;Niederlande;51,3983963;6,0878126;JCL Logistics The Netherlands B.V.
74567;Gliwicka 20;59-220;Legnica;Polen;51,2183232;16,1735137;FTS Piwowarczyk Sp. z o.o.
74568;Rosenstrasse 54;87754;Kammlach;Deutschland;48,05001;10,4202;Thomas Frachtlogistik GbR
74569;Laubener Weg 5-7;88317;Aichstetten;Deutschland;47,88603;10,04968;Transprote Brigitte Kaeding
74570;Kruppstrasse 8;41540;Dormagen;Deutschland;51,0618187;6,8210849;Kuypers Transport GmbH
74571;Gottlieb-Daimler-Strasse 27;28816;Stuhr;Deutschland;53,0252592;8,8116874;HCL Stuhr GmbH
74573;Vamraktar u. 3.;4030;Debrecen;Ungarn;47,5079781;21,6566042;Trans-Sped Kft
74574;Hans-Böckler- Strasse 15;64521;Gross-Gerau;Deutschland;49,93026;8,46737;GEFCO Deutschland GmbH
74575;Am Dattenberg 31;74930;Ittlingen;Deutschland;49,1970003;8,937012;Frank Ziegler Transporte
74576;Zum Hafenplatz 1;23570;Lübeck;Deutschland;53,9398812;10,852611;DHL Freight GmbH
74577;Fritz-Bolland-Strasse 4a;07407;Rudolstadt;Deutschland;50,6871927;11,3319807;Christian Thielemann
74578;Rachower Moor 10;19406;Sternberg;Deutschland;53,6933284;11,8426294;Ingo Neumann EURO-TRANS
74579;Porschestraße 35;21423;Winsen;Deutschland;53,3358602;10,2241853;Pack & Go Paletten Service GmbH
74580;Martin-Luther-Strasse 40;97447;Gerolzhofen;Deutschland;49,8966704;10,3434918;David Wagner Transporte
74581;Rakitnica 10 B;1331;Dolenja vas;Slowenien;45,6963744;14,7564268;LEVSTEK transport d.o.o.
74582;Nr. 488;6215;Achenkirch;Österreich;47,4808235;11,5142748;Huber Transporte GmbH
74583;Wilhelmstrasse 130;89518;Heidenheim/Brenz;Deutschland;48,6801568;10,1320895;Ralf Kempe
74584;ImGries 16;85414;Kirchdorf a. d. Amper;Deutschland;48,456439;11,6576739;EUROROUTE e.K.
74585;Brägeler Strasse 64;49393;Lohne;Deutschland;52,66822;8,25112;Franz Brämswig
74586;Fabrikweg 2a;37075;Göttingen;Deutschland;51,5437747;9,9317028;Kurier Systeme V. Zafeirakos e. K.
74587;Krolewiecka 1B;78-500;Drawsko Pomorskie;Polen;53,533335;15,808584;Mako Van Express
74588;Forstbergweg 12;71717;Beilstein;Deutschland;49,03697;9,31405;Tränkle Transporte
74589;Daimlerstr. 2;56414;Meudt;Deutschland;50,4863694;7,8940379;Spedition Karl Michels GmbH & Co. KG
74590;Rudolf-Then-Strassse 54;74544;Michelbach;Deutschland;49,08997;9,76006;Novus-Trans GmbH
74591;Belecin 89a;64-231;Belecin;Polen;52,200627;16,007597;"PHU ""KJAN POL"" Jan Krecichwost"
74592;Bauhofstrasse 7;6322;Kirchbichl;Österreich;47,5117539;12,0842091;Alpin Spedition GmbH
74593;Hamburger Str. 70;90451;Nürnberg;Deutschland;49,3966805;11,0501789;Spedicam & Logistik GmbH
74594;Nowi Jaworow 2;58-140;Jaworzyna Slaska;Polen;50,90011;16,414219;"P.H.U.""MAJA"""
74595;Am Elzdamm 44;79312;Emmendingen;Deutschland;48,1267954;7,8276184;Hermann Maier
74596;Dieselstr. 13-15;71254;Ditzingen;Deutschland;48,81889;9,06331;Keller GmbH
74597;Palmersstraße 10;2351;Wiener Neudorf;Österreich;48,0933428;16,3245704;Müller Transporte Ges.m.b.H
74598;Dornweg 6;39026;Prad a. Stj.;Italien;46,617758;10,59571;Thialer Transporte des
74599;Liese-Meitner-Straße 14;63457;Hanau;Deutschland;50,1114778;8,934742;Helco Transport GmbH
74600;Tirolerstraße 9;3105;Unterradlberg;Österreich;48,2614862;15,687985;Sindl Transport OG
74602;Pinkertweg 12a;22113;Hamburg;Deutschland;53,52633;10,08922;Leipziger Logistik & Lagerhaus Gmbh
74603;Nicolaistr. 13/15;12247;Berlin;Deutschland;52,44416;13,33469;Erich Nitsche Möbeltransport-Spedition-Lagerung
74604;Straubingstr. 6;4030;Linz;Österreich;48,2511905;14,3820573;Wolfsgruber Logistik GmbH
74605;Braunenbergerstr. 25;78359;Orsingen-Nenzingen;Deutschland;47,84502;8,96483;Wilhelm Alfred Mattes
74606;Constitutiei 23/13;550253;Sibiu;Rumänien;44,4273318;26,0923992;Athos Transport SRL
74607;In der Waage 8;73463;Westhausen;Deutschland;48,88472;10,17502;FARGO-LOGISTIK GmbH
74608;Kuvar 15;535600;Odorheiu Secuiesc;Rumänien;46,3128221;25,3038717;IMPORT EXPORT DEMETER CO SRL
74609;Viestura pr. 89-6;1005;Riga;Lettland;57,0082448;24,1281646;SOLID L SIA
74610;16 Rue de la Brot - ZAE CAPNORD;21000;Dijon;Frankreich;47,3457302;5,0725942;JVB TRANSPORTS
74611;Kreuzermark 6;09599;Freiberg;Deutschland;50,9258288;13,3854;Krumpein Transport GmbH
74612;Nettelkofen 23;85567;Grafing b. München;Deutschland;48,0506611;11,9432201;Ignaz Fuchs Transporte GmbH
74613;Hauptstraße 108-112;73061;Ebersbach;Deutschland;48,717222;9,54877;Gotthold Haller, Spedition GmbH
74615;Schnaitseer Str. 7;83530;Harpfing;Deutschland;48,0668834;12,4163887;Huber Spezialtransporte GmbH
74617;ZI de la Heid , Rue Robert Schuman;57354;Stiring-Wendel;Frankreich;49,1945855;6,9278223;Anterist + Schneider GmbH  ( ASIMEX)
74618;Eichelbergstr. 3;97503;Gaedheim;Deutschland;50,0230963;10,3502297;1a-Pflanzenölvertrieb Inhaber Markus Schuler
74619;Tautewalde 37b;02681;Wilthen;Deutschland;51,0987481;14,3643748;Spedition Hultsch GmbH & Co. KG
74621;Dieselstrasse 31;74211;Leingarten;Deutschland;49,14706;9,12497;LIH
74622;Aussiger Straße 1 c;84478;Waldkraiburg;Deutschland;48,20328;12,38576;RNS Logistik GmbH
74623;Hartheimer Strasse 20;79427;Eschbach;Deutschland;47,9018991;7,6253657;E 3 Spedition Transport Hamburg GmbH
74624;Gerhard-Hauptmann-Str. 10;30926;Seelze;Deutschland;52,3939046;9,6304641;Stieg Transporte GmbH
74625;Johann-Georg-Halske-Strasse 3a;41352;Korschenbroich;Deutschland;51,1971436;6,4999659;Christmann Transporte GmbH
74626;Dieselstr. 10;89343;Jettingen - Scheppach;Deutschland;48,39226;10,42238;Karl Schedler Transport-Logistik e.K.
74627;Ed 2a;83530;Schnaitsee;Deutschland;48,10133;12,36951;Iglhaut Transport GmbH
74628;Industriestrasse 129 P;7220;Schiers;Schweiz;46,9674504;9,6876233;Chr. Guyan AG
74629;Waterloostraat 25;5935BE;Steyl;Niederlande;51,3304387;6,1219977;EWALS STEYL BV
74630;Kolejowa 20;64-300;Nowy Tomysl;Polen;52,303741;16,1278871;M&R Logistics Sp. z.o.o. Sp.K
74631;Am Pannofen 25;47608;Geldern;Deutschland;51,519464;6,347969;Ahland Logistics GmbH
74632;Wölper Strasse 39;31582;Nienburg;Deutschland;52,6680394;9,238734;Dalke-Industrievertretung & Transporte
74633;Niederreihe 26;25358;Hohenfelde;Deutschland;53,8436193;9,6144437;Schmidt Spedition & Logistik GmbH
74634;Poznanska  14;62-001;Chludowo;Polen;52,5542026;16,8443335;Transport Chwilkowscy Sp.z.o.o.
74635;Gartenstr. 36a;06485;Quedlingburg-OT Bad Suderode;Deutschland;51,73201;11,11571;Rolf & Günther Schilling GbR
74636;Oewerwischenweg 1;18146;Rostock;Deutschland;54,1403315;12,1571201;Swetrail Deutschland GmbH
74637;Glurnserstrasse 26 A;39020;Schluderns;Italien;46,7176515;10,8561736;TRANSALBERT KG
74638;Königsberger Str. 13;77694;Kehl;Deutschland;48,5768425;7,8135648;Transportgesellschaft Papp & Co. GmbH
74639;Turonstr.4;93426;Roding;Deutschland;49,210211;12,4845356;Groitl Transporte GmbH & Co. KG
74640;Am Bahnhof 10;99955;Bad Tennstedt;Deutschland;51,1491;10,84964;BAC Entsorgungswirtschaft GmbH
74641;Overweg 16;59494;Soest;Deutschland;51,55607;8,14412;Kunert Soest GmbH & Co KG
74642;Luftfrachtzentrum 610/2;70629;Stuttgart-Flughafen;Deutschland;48,6828753;9,20775;Logistik Transport Solutions GmbH
74643;Ventrupparken 8 B;2670;Greve;Dänemark;55,586907;12,261944;Blue Water Shipping A/S
74644;Banksstrasse 28;20097;Hamburg;Deutschland;53,5428769;10,0181487;Henry Hallmann & Sohn KG
74645;Lindenstr. 4;98673;Brattendorf;Deutschland;50,470839;10,8489849;Wirsing Transporte  Inh. Günter Wirsing
74646;Kupferstr. 7;26789;Leer-Logabirum;Deutschland;53,2430381;7,528437;Moresco Logistic GmbH
74647;Unterm Bahnhof 10;98574;Schmalkalden;Deutschland;50,7252301;10,3561937;Thüringer Hygiene Papier Logistik GmbH
74648;Cersak 26;2215;Cersak;Slowenien;46,6990271;15,6695085;PREVOZNISTVO FERK MATJAZ S.P.
74649;Trebbiner Str. 89;14547;Beelitz OT Zauchwitz;Deutschland;52,2345695;12,9866749;Critzmann Logistic Service GmbH
74650;Withener Weg 13;01904;Steinigtwolmsdorf;Deutschland;51,0779278;14,363743;EUROCARGO -Spedition(D) Klaus Hähnchen
74651;Frigenstrasse 6;67065;Ludwigshafen;Deutschland;49,44722;8,3761;Spedition Kanwischer GmbH & Co.KG
74652;Hauptstrasse 5;17213;Penkow;Deutschland;53,44759;12,4319928;B & F Grabow GmbH
74653;Sludwia 12c;72-310;Ploty;Polen;53,813472;15,2868231;Eko-Trak
74654;Podchorazych 1;69-100;Slubice;Polen;52,351816;14,566301;Viadrina Logistic Spolka jawna
74655;Piastowska 6/59;97-500;Radomsko;Polen;51,062157;19,448928;Transport Spedyca Mariusz Ostrowicz
74656;Lauterstr. 23;73252;Lenningen;Deutschland;48,5632;9,46049;W.Patzner Int. Transporte
74657;Bakumer Str. 118;49393;Lohne;Deutschland;52,68743;8,22139;Spedition-Fischer-GmbH
74658;Industriestrasse 11;3210;Kerzers;Schweiz;46,9684392;7,1849174;RUAD TRUCKING GMBH
74659;Pechhofer Weg 18;9265;Grafewöhr;Deutschland;49,68524;11,97016;Xaver Schmidt, Fuhrunternehmen
74660;Drosselweg 8;96486;Lautertal;Deutschland;50,3030489;10,9731935;HBM-Trans Hrisca Bogdan
74661;Am Spiek 10;26899;Rhede/Ems;Deutschland;53,06481;7,27094;HNT GmbH
74662;Chuderov 117;40002;Üsti nad Labem;Tschechische Republik;50,6880852;14,0475511;Spedition Rosnes.r.o.
74663;Dr. Ernst-Spies-Allee 1;56841;Traben Trarbach;Deutschland;49,95496;7,10614;GTS Logistik GmbH & Co. KG
74664;Hasencleverstrasse 18-20;52222;Stolberg;Deutschland;50,78991;6,21329;DLT Depot-Logistik-Transport GmbH
74665;Birkenwalder Str. 29;74579;Fichtenau-Unterdeufstetten;Deutschland;49,052416;10,2235743;Keller&Keller Spedition GmbH & Co. KG
74666;Pappelstr. 6;28832;Achim;Deutschland;53,02653;9,10469;Uwe Hoppe Handels- und Transport GmbH
74667;Max-Eyth-Str. 15;73479;Ellwangen;Deutschland;48,95763;10,17952;Stengel GmbH
74668;Ludwig-Erhard-Ring 5;15827;Dahlewitz;Deutschland;52,31156;13,43902;LEX-US Logistik GmbH
74669;Hohlenberg 23;53332;Bornheim;Deutschland;50,76118;6,9797227;RTService  & Logistic
74670;Glaudiego 3;44-100;Gliwice;Polen;50,2826742;18,686125;Kalmet S.A.
74671;Industriestr. 2;53359;Rheinbach;Deutschland;50,6356356;6,9589316;March Transporte
74672;Münchner Str. 192-200;83703;Gmund/Moosrain;Deutschland;47,7682528;11,7251509;Stang GmbH & Co. KG Spedition und Logistik
74673;Volcji Potok 37;1235;Radomllje;Slowenien;46,1957628;14,6041112;FRONTINI FRANC s.p.
74674;THESI KYRILLOS;19300;ASPROPYRGOS;Griechenland;38,0640406;23,5921579;DLT DELPHI LOGISTICS AND TRANSPORTS AE
74675;Wienbachstr. 42;46286;Dorsten-Wulfen;Deutschland;51,7132403;7,0025756;A-Z Logistik GmbH
74676;Erzsebet utca 39;2030;ERD;Ungarn;47,5584655;19,0953751;EVIA 96 BT
74677;Deutscher Ring 30;42327;Wuppertal;Deutschland;51,2494127;7,098391;Schenker Deutschland AG
74678;Waldenburger Strasse 4a;09337;Callenberg;Deutschland;50,85386;12,66735;REISSIGTRANS Gmbh
74679;Desenbergstrasse 171;34414;Warburg;Deutschland;51,5152961;9,2249804;Heinrich Rose
74680;ul. Wodociagowa 1;66-500;Strzelce Kajenskie;Polen;52,873318;15,52339;Pom-Trans-Logistic Sp. z.o.o.
74681;Gewerbestrasse 8;75057;Kürnbach;Deutschland;49,0818493;8,8422137;PolyTrans Solutions UG & Co. KG
74682;Ebinger Strasse 50;72510;Stetten am kalten Markt;Deutschland;48,1513;9,10081;Transalb
74683;Bautzner Str. 69;04347;Rötha;Deutschland;51,3586499;12,4275033;Sonnländer Logistik GmbH
